Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Yield,Category_pH,Soil_Type,Season,N_Ratio,P_Ratio,K_Ratio
Spinach,High,Day Neutral,18.1207837911415,988.703277830904,6.62265981986351,11.7260094973424,227.78575666386,57.4877560083242,116.68332766091,66.1134942655212,62.4579985568653,14.1282613225839,low_alkaline,Sandy Loam,Spring,10.0,10.0,10.0
Endive,High,Short Day Period,22.0624186854588,1132.74628608442,7.23009599404226,13.1200092966949,257.115448770551,48.8867977673434,51.7743467433711,121.313208116647,195.101423841414,20.7343368135397,low_acidic,Loam,Fall,22.0,12.0,13.0
Spinach,High,Short Day Period,16.0887200617744,996.925431815744,6.78788493919098,13.6756539467237,216.722371479123,58.9876451804957,112.774722837829,66.8441718539532,61.6138060517056,14.6903948248547,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Eggplants,High,Short Day Period,25.575557483891,1503.97344766398,6.18547247730725,9.56975491630562,657.437312847349,56.7472671996223,146.046512430674,155.570936542763,228.292320165812,31.6499715484216,low_acidic,Sandy Loam,Fall,5.0,10.0,10.0
Endive,High,Day Neutral,18.2677788739107,1150.69509001111,7.55373884524413,13.1787130946322,215.576868935298,53.6744814222389,52.9951181044557,133.100128483486,171.982409662028,20.7565679826614,low_acidic,Loam,Fall,22.0,12.0,13.0
Chilli Peppers,Moderate,Short Day Period,22.6261354929468,809.698251100085,6.15529750923516,10.3463101567576,551.806593375754,72.1972676170983,356.867532723072,142.714203294402,537.277025455948,24.421416476012,low_acidic,Loam,Spring,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,18.7412184842375,919.652404006966,5.87066881143874,7.004830709294,296.770651516647,64.6788473557531,139.556190053243,37.4644093043212,115.201820972978,5.09519976351208,neutral,Sandy,Fall,5.0,10.0,10.0
Chard,High,Short Day Period,22.0982988553864,738.176405423996,6.49964627270182,13.1106420384036,914.619977312276,47.0259122149548,150.156606412743,268.355780442863,349.962956036439,23.9509450517669,neutral,Sandy Loam,Fall,5.0,10.0,10.0
Strawberry,Moderate,Short Day Period,16.1347200939371,752.260079794941,6.24007177986998,14.0224375398152,418.247846743653,94.256077427487,167.938184009198,116.69409888952,238.86843720885,19.9907411725928,low_acidic,Loam,Summer,10.0,10.0,10.0
Kale,High,Day Neutral,21.1869950867075,757.993921459767,5.68830005092931,9.46679436975365,81.3164869263368,92.8332716191017,177.917041230661,58.6944269906231,120.212021215919,16.8668303403239,low_acidic,Loam,Winter,10.0,10.0,10.0
Broccoli,High,Short Day Period,19.3065754785502,884.940090999549,6.51482309519154,7.57906342241076,312.474703851517,54.7105982815983,111.699088706209,101.32040247182,165.65194457819,23.6146848674483,neutral,Loam,Fall,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,17.5817572823416,977.293124825574,6.23601888085738,6.50308597729391,225.468288519731,64.6492169118362,154.20693971351,43.3234386495654,124.294075603456,5.21835004849975,low_acidic,Sandy,Fall,5.0,10.0,10.0
Radicchio,Moderate,Short Day Period,20.4732112017522,2068.48444327074,6.73868160123891,6.31246789579581,216.957391743465,93.9060052918705,126.878881586296,36.8654508617619,85.3059558454819,2.85673832347232,low_alkaline,Loam,Spring,13.0,13.0,13.0
Arugula,Moderate,Short Day Period,20.1811539464657,800.069046751084,7.47085344932293,10.8254514296577,254.288312220636,35.9173260070946,161.614264462396,345.677834423803,166.239469402339,7.103351601666,low_alkaline,Loam,Spring,10.0,10.0,10.0
Endive,High,Day Neutral,22.4428035563326,1133.44545673881,6.75151302907088,12.552032933213,231.221426566003,52.69733363233,59.3067258450447,109.448526689011,156.534000874105,20.8570862634229,low_acidic,Loam,Fall,22.0,12.0,13.0
Arugula,Moderate,Day Neutral,19.9419541790257,670.792881243831,7.47623091947071,10.6221594220103,308.017638817968,34.4552503191186,153.161205439384,330.330134738828,161.669960677287,7.57642338213483,low_alkaline,Loam,Fall,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,18.5558270954115,1040.98277944402,5.56818039914583,6.92858968762993,274.389283370627,62.62242132811,148.977864700216,46.9974597656084,130.608487734886,5.06909384187338,neutral,Sandy,Fall,5.0,10.0,10.0
Beet,High,Short Day Period,17.3246064675719,755.947465083819,6.47132206648411,6.6544946900518,138.743679196624,98.6003876358459,111.189258902612,163.455257331019,94.4334972615131,55.2200888742413,low_acidic,Sandy Loam,Spring,75.0,37.5,37.5
Cucumbers,High,Short Day Period,29.8234306577968,1178.26467863241,6.83498186235239,8.48463845895975,608.923957874533,74.4925656628614,49.0784958352665,33.2149217093306,71.2773851209613,28.7785803494456,neutral,Sandy Loam,Summer,10.0,10.0,10.0
Radicchio,Moderate,Short Day Period,19.1120191173827,2078.77741225843,6.4060779229202,7.46640143188973,235.221870113882,93.1605912581606,129.639877846,40.2207451390978,86.6455156990079,3.92057049067008,low_alkaline,Loam,Fall,13.0,13.0,13.0
Broccoli,High,Short Day Period,18.6854877955235,807.459067175728,6.42624390013572,6.70247378664541,382.703211192046,53.8771700049484,98.2716610699201,96.8491685726748,152.263603824285,23.3613676171186,low_acidic,Loam,Spring,10.0,10.0,10.0
Cucumbers,High,Short Day Period,23.3858057456988,1144.85624721374,6.5923421783028,8.72736131592523,541.830794248821,70.6863561649134,49.2219028953472,24.9233894090784,71.5256228771394,28.1079277158242,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Broccoli,High,Short Day Period,19.4511795168989,781.402911845839,6.51472622487096,7.20154155465643,453.729721996456,55.7248858292873,107.352041178971,95.8639402821176,149.76600372128,23.6836502598049,neutral,Loam,Spring,10.0,10.0,10.0
Cress,High,Short Day Period,17.5978711465108,1709.79382981799,6.49893100945483,10.8712757403843,286.78596857774,44.2106249955844,98.0785305436057,94.5630193182288,115.607043063479,1.36240221258739,low_acidic,Loam,Fall,5.0,10.0,5.0
Broccoli,High,Short Day Period,19.7505629539412,988.966497513869,6.40338035710164,6.85267752734077,409.300751746328,54.8582295190994,102.047301651608,100.318208212858,152.895685157831,23.6700509435018,neutral,Loam,Fall,10.0,10.0,10.0
Watermelon,High,Short Day Period,33.9104887097198,643.965578335337,6.43533628352136,6.25108333602435,307.525261231384,89.6076554568834,90.0376411560924,39.9430076488037,43.6304542376918,50.4013008958942,neutral,Sandy Loam,Summer,10.0,10.0,10.0
Chilli Peppers,Moderate,Short Day Period,23.3471494894997,931.448956661652,5.92011796841119,10.26015343301,848.569565541231,79.9568068090343,394.291477934523,145.63655015157,536.867926648296,24.7279571220606,low_acidic,Loam,Summer,10.0,10.0,10.0
Asparagus,High,Short Day Period,23.3677112502362,1045.63938247551,6.34098486105441,9.06587917401726,431.156609897071,53.4664672909858,158.852200463327,82.2042350403593,188.019613647004,6.66419840436002,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Endive,High,Short Day Period,17.9724066197967,1081.22637369857,7.05489604678918,13.1702664358335,261.468159666703,49.0025187085364,52.9768230578425,131.578678943786,183.260307582204,19.4037557783915,low_acidic,Loam,Fall,22.0,12.0,13.0
Strawberry,Moderate,Short Day Period,15.6141372104165,631.088891410875,6.46630819208395,13.4675454808889,435.962467210506,92.3758503058916,179.353819253413,117.164889264711,240.317115581175,20.6769423459705,low_acidic,Loam,Summer,10.0,10.0,10.0
Eggplants,High,Short Day Period,24.9191264403735,1393.60540745066,5.90000708051143,9.21685659861064,604.914817375352,53.5324726491012,146.586231338626,151.772293274876,228.838610299926,31.7267378434238,low_acidic,Sandy Loam,Summer,5.0,10.0,10.0
Asparagus,High,Short Day Period,22.5274294947401,963.081805818936,6.41465170039025,8.89942396069548,442.468729381811,44.455490718246,159.572997120026,68.359107398521,182.712971800318,6.55460043748055,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Day Neutral,19.2130825602436,859.473824971846,6.50898174467213,12.4336311219807,502.667862305714,92.2295814709083,163.50606238652,118.534606718987,238.602192937898,20.2730865565075,low_acidic,Loam,Spring,10.0,10.0,10.0
Eggplants,High,Short Day Period,25.5376948345456,1379.23377200916,6.55919582139375,9.00784166403832,492.458355734013,52.8172990165357,147.350538251295,158.589197375057,225.883554025223,31.5100424579985,low_acidic,Sandy Loam,Fall,5.0,10.0,10.0
Cress,High,Day Neutral,17.6033224705506,1581.29671334261,6.41683068617328,11.1795577759508,289.47808927331,46.1416846729418,105.913969629305,83.4919802351857,105.83026605187,1.6387981790605,neutral,Loam,Fall,5.0,10.0,5.0
Lettuce,Moderate,Long Day Period,15.8999917628896,1321.2252411496,6.41449228574857,13.1100432855605,477.075213284272,63.5958225050168,142.929360342194,48.1710298911592,220.720075331031,22.5352420054052,low_acidic,Sandy Loam,Fall,8.0,15.0,36.0
Strawberry,Moderate,Short Day Period,19.5911620015735,697.837820046082,6.72924507648433,12.4163333571324,490.238264929018,91.3189175635197,187.501844013253,114.382891646303,241.175223233944,20.0020330533693,low_acidic,Loam,Spring,10.0,10.0,10.0
Spinach,High,Day Neutral,16.9424975137764,1025.57393323985,6.51745910689524,13.9552693470335,215.118700879366,59.2983308172308,119.444163149986,68.2513133062676,59.0669052537202,15.941558909237,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Cauliflowers,High,Short Day Period,15.344170085389,714.967805729027,6.55518580341388,7.11294073863,445.564394579386,51.6654592869527,143.702614121326,71.4382589471058,187.979428835454,23.6790475126019,neutral,Loam,Fall,10.0,10.0,10.0
Chilli Peppers,Moderate,Short Day Period,21.4666084345478,805.068156416578,6.19191519702223,7.81233755272325,719.549397009183,74.9846534322886,342.578094408889,143.306951577853,517.952103207783,24.7323927627873,low_acidic,Loam,Fall,10.0,10.0,10.0
Asparagus,High,Short Day Period,22.6987770368073,942.283398287744,6.19505389706579,8.57741236327472,436.997564452596,50.2590781679595,139.595557296558,78.2566546355889,187.091194367381,6.80966989556953,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,15.7221341894363,708.688307275151,6.45273585671967,12.382350984476,568.211027013921,92.1637202579566,176.654992030314,125.777398284198,242.784803773572,20.6715415753648,low_acidic,Loam,Spring,10.0,10.0,10.0
Cress,High,Day Neutral,17.3159092437765,1502.3306552806,6.64742479269064,10.7505414627468,335.837098065443,45.4593281749416,98.9376068404695,121.270446730706,92.6959335345036,1.59626019646653,low_acidic,Loam,Fall,5.0,10.0,5.0
Green Peas,Moderate,Short Day Period,19.8205704311965,927.901427885545,6.54693934963061,6.85652278487145,299.076655969387,66.011933589164,150.8835036717,49.1735942660677,119.757246762385,4.87477423628143,neutral,Sandy,Spring,5.0,10.0,10.0
Arugula,Moderate,Day Neutral,21.5387847147798,635.180451304381,7.48145330486313,10.7526325485885,281.451662164757,34.2966353414603,159.239347616275,346.126758811372,163.945041892847,6.81322581047028,neutral,Loam,Fall,10.0,10.0,10.0
Broccoli,High,Short Day Period,18.9402120167103,816.703815405483,6.59247695262802,7.0856740423667,341.210996415415,55.572691325311,100.609559473391,106.449125818573,155.906890831483,23.4951083244551,low_acidic,Loam,Fall,10.0,10.0,10.0
Asparagus,High,Short Day Period,26.9597715385508,1062.69122064606,6.60572446760548,9.34170823144849,386.007411563444,52.4343255194876,164.57817447409,78.9207536188073,174.745590619878,6.27654950090807,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Spinach,High,Day Neutral,16.6922978284093,877.885114115912,6.82449409199979,13.5110867191248,204.307880915542,54.3743259406948,115.975675131534,71.8958107439695,61.0231511815628,15.5860679034682,low_acidic,Sandy Loam,Fall,10.0,10.0,10.0
Spinach,High,Day Neutral,17.2672358255464,980.858945798573,6.51787760584491,11.2587031609351,204.149087796615,52.7472218120703,119.939505087676,69.7565753299606,55.6711536656497,13.1685073298731,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,16.4650628346877,980.306549546772,6.30677947564213,7.50971078482937,345.751772528924,67.4251761701485,144.731224977701,47.1253085610492,122.192987760948,5.16534723831205,neutral,Sandy,Fall,5.0,10.0,10.0
Radicchio,Moderate,Short Day Period,21.5094647679814,2139.62081735961,6.79776408656939,6.62016170389166,219.103386217311,93.9177569618118,133.837158422686,38.3214490827983,76.3875049350296,3.63877934437078,neutral,Loam,Fall,13.0,13.0,13.0
Cucumbers,High,Short Day Period,24.8770160561836,1064.14131576179,6.36829967612152,9.72000668840702,377.9060127676,67.7253188462942,48.5034315524456,26.8420007003048,76.2436236311102,29.3221885628688,neutral,Sandy Loam,Summer,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,18.2768325736139,1000.4140406006,5.90841485233745,7.17643334000844,259.357003558838,65.1366148212021,138.123278024547,42.1239870366661,117.540042890713,5.01779472499582,neutral,Sandy,Spring,5.0,10.0,10.0
Endive,High,Day Neutral,20.3288258403184,1216.56328843738,7.23353330109772,13.5340898637974,251.829947862844,49.858350788501,53.0838261852478,108.698115981816,166.847755492974,19.8726931544624,neutral,Loam,Spring,22.0,12.0,13.0
Grapes,Moderate,Short Day Period,19.9622087636235,788.13803988887,5.99549447519706,13.1021210068278,593.128398513361,92.8699428134396,136.998922080732,57.6810138415306,126.948796732379,12.1664077501563,low_acidic,Loam,Fall,10.0,10.0,10.0
Cress,High,Short Day Period,19.4362030614414,1453.61388753584,6.48407314745486,11.1172454308837,293.788284773002,48.7778281692617,112.930101995659,89.458827496289,107.42445983821,1.30272555126412,neutral,Loam,Fall,5.0,10.0,5.0
Potatoes,Moderate,Short Day Period,19.3757163454339,605.925499043063,5.52676413481613,7.43511844892885,422.888226532965,72.6043186950785,211.793605195848,95.8909221314346,181.304091550627,28.8644500237761,low_acidic,Loam,Fall,10.0,10.0,10.0
Lettuce,Moderate,Long Day Period,16.8829390063547,1290.79749066806,6.62400411644762,14.975805942187,382.027495746393,60.0190604694102,135.478840615988,43.4497747360233,225.516331603422,22.5099318245118,low_acidic,Sandy Loam,Fall,8.0,15.0,36.0
Cauliflowers,High,Short Day Period,14.7127770080512,966.504770798028,6.58410164820914,6.88205980982279,297.009516943488,55.5773734492355,140.057242486729,63.3230322781874,188.031510999037,23.775302628916,neutral,Loam,Winter,10.0,10.0,10.0
Chilli Peppers,Moderate,Short Day Period,25.3236509095707,703.503914004369,6.07080986215124,9.34063682048527,532.297411217885,72.0616717761865,331.181654173492,145.775796725795,522.999561019662,24.7256324978813,low_acidic,Loam,Summer,10.0,10.0,10.0
Cress,High,Short Day Period,19.0496537690679,1414.05254031485,6.63700769503466,11.0545779402297,299.797186233134,41.1485436639791,96.1760898976572,107.213108721414,99.7328654572898,1.50841808135277,low_acidic,Loam,Spring,5.0,10.0,5.0
Asparagus,High,Short Day Period,26.0755652034716,1015.2057019769,6.52620460454764,9.13742646655927,370.731491448223,46.6596679332995,159.282565011224,103.363807185806,172.488139108317,6.5905333307933,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,17.4784716856907,1012.26878774607,6.40969115467497,6.74277865312385,371.871691777076,66.0081264878525,152.80998623526,47.7986464291919,136.378353755519,4.84377783718405,neutral,Sandy,Fall,5.0,10.0,10.0
Watermelon,High,Short Day Period,35.2095102956858,604.133167512972,6.68007245853113,6.48291891566649,268.379986637652,90.2965703394175,86.6760935452832,39.1884616529784,61.5956768153973,48.2616516755462,low_acidic,Sandy Loam,Summer,10.0,10.0,10.0
Radicchio,Moderate,Short Day Period,17.4209723438736,2162.56304056832,6.23026831928475,6.96181268251927,179.423929229831,92.9357338823837,134.214308715336,42.7973581222367,81.0068906228987,3.9746874558131,low_acidic,Loam,Fall,13.0,13.0,13.0
Spinach,High,Day Neutral,16.3489804733394,1088.03502559769,6.85897629250639,13.4193416726442,228.801155482576,52.5440247692403,125.704149193154,67.3044681403224,57.4932374349574,14.7191427550943,low_alkaline,Sandy Loam,Spring,10.0,10.0,10.0
Asparagus,High,Short Day Period,21.1706379299145,936.520012391632,6.21859777644104,9.24295991564189,388.900147436067,53.2133418184014,152.799724449497,102.808584472162,174.257425797416,6.44323028627165,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Asparagus,High,Short Day Period,21.5182694284676,1099.7969018607,6.35483245999833,8.47712578795305,352.134673959011,47.3065362080684,174.261136487682,94.6261168731914,176.995528994213,6.62275078647042,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Radicchio,Moderate,Short Day Period,26.32233290417,2045.80730392795,6.89164812398923,7.94803107061729,219.20383379274,95.418625655668,133.944388852084,39.4532982811462,84.8584335750705,2.38662527565577,low_alkaline,Loam,Fall,13.0,13.0,13.0
Grapes,Moderate,Short Day Period,17.3907145686945,788.316294637428,6.58935141540026,12.9583820978365,601.119200751918,93.5302153117841,144.946070398539,61.4356524587704,141.177892748988,12.1748589093541,neutral,Loam,Summer,10.0,10.0,10.0
Kale,High,Short Day Period,20.2293030123207,556.596131245404,5.76725651574517,8.92982610924638,76.2119922341353,94.1971383397615,178.270780170891,57.2177327352369,119.627369133719,19.1900392194989,low_acidic,Loam,Winter,10.0,10.0,10.0
Tomatoes,High,Short Day Period,23.6299670422688,486.461345958732,6.1961974446845,6.8129564078494,471.156282310836,52.8670659514903,145.56820745414,157.696017291549,330.705446739253,61.8300696034339,low_acidic,Sandy Loam,Summer,10.0,10.0,10.0
Chard,High,Short Day Period,21.0465564601222,723.153449210827,6.57208633396156,12.7553822009038,933.462546383741,44.6345270231497,159.586392784814,255.35429650048,315.947573078583,28.2819867767057,neutral,Sandy Loam,Fall,5.0,10.0,10.0
Radicchio,Moderate,Short Day Period,21.4270767276745,1807.02086221205,6.54262711897789,6.57406335962816,244.476168426357,93.8457784448818,131.016315393307,37.3657542932557,78.5838736937124,4.28435611314042,low_alkaline,Loam,Spring,13.0,13.0,13.0
Potatoes,Moderate,Short Day Period,19.37047004913,532.332852846122,5.74956798105883,6.77219420034394,365.357592077832,71.8262507151436,193.160835141354,95.3688774383156,193.091485885191,29.3012170700635,low_acidic,Loam,Fall,10.0,10.0,10.0
Watermelon,High,Short Day Period,35.0005677982994,600.039258437337,6.3212285973645,7.30232410477659,289.649943703218,90.0614257700121,89.5169122352321,48.6465122484089,52.9532519794388,46.5331910199357,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Arugula,Moderate,Short Day Period,21.435850037419,786.190349543561,7.46655121688774,10.5277526315589,263.132428506671,33.8684462887212,158.032499748627,351.21982103659,163.388018983441,6.23428578812146,neutral,Loam,Fall,10.0,10.0,10.0
Kale,High,Day Neutral,18.1248527897366,713.077052895817,5.63030142264953,9.95223374561356,84.9653388169689,93.197129105728,165.613803747056,61.3788931516828,111.747754134773,17.2971490660053,low_acidic,Loam,Fall,10.0,10.0,10.0
Eggplants,High,Short Day Period,24.2096103966813,1329.85929572507,6.09288086169687,8.59302909686127,552.969313074041,53.070288837238,143.304211828559,153.119441250969,229.562451584485,31.6796169360214,low_acidic,Sandy Loam,Spring,5.0,10.0,10.0
Potatoes,Moderate,Short Day Period,22.922946983451,673.832548628174,5.05549452711641,6.97307434606834,377.233787136121,73.0822477627206,201.032074260416,73.0808265634905,203.579635494312,29.5088310236452,low_acidic,Loam,Fall,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,18.1849551007187,1062.53667152814,6.35419256478325,7.06794255028186,313.469229393531,67.7049886478508,143.152885328724,43.9717252675915,123.065226467135,5.0101309276215,low_acidic,Sandy,Fall,5.0,10.0,10.0
Strawberry,Moderate,Short Day Period,23.5976655574673,768.811134680247,6.33871596244489,12.6599322292505,504.920495503474,92.9961020878347,162.790374492723,119.345753097805,240.002389746986,19.5169306349014,low_acidic,Loam,Summer,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,18.6342988580017,651.41985496209,6.49960566172859,12.9867228532305,527.589852809116,92.8021569212053,156.840153276311,113.293682098609,241.432541672144,19.1252314579901,low_acidic,Loam,Summer,10.0,10.0,10.0
Green Peas,Moderate,Short Day Period,18.4164350813437,961.601683199123,5.86766354908228,7.02262675098536,310.985790867658,66.8318611028627,155.477535073802,46.6806481421564,124.221012867312,5.14272832510113,neutral,Sandy,Spring,5.0,10.0,10.0
Strawberry,Moderate,Day Neutral,18.0245051749747,685.347117736023,6.41623525658953,12.2916213133825,519.821270568611,91.4135636878867,177.46794401177,118.07005478383,239.428743238809,20.8407430329202,low_acidic,Loam,Spring,10.0,10.0,10.0
Cauliflowers,High,Short Day Period,16.1403840747845,761.047497829624,6.29330943164565,6.84270564231705,462.483417503016,52.3083808707298,145.203705242222,74.5212307180168,185.057872650011,23.4136012521959,low_acidic,Loam,Winter,10.0,10.0,10.0
Spinach,High,Short Day Period,15.6096608331844,1042.54190087861,6.49120798078138,12.4012423288638,209.189552549858,49.4785078752208,120.555612009132,71.9136741763024,62.0672487297361,15.2437978803335,low_alkaline,Sandy Loam,Spring,10.0,10.0,10.0
Spinach,High,Short Day Period,14.9724410551661,889.520305960176,6.84510749339707,11.1820097472047,190.304501175503,44.9219277825141,120.825284147836,73.178174021496,59.6278668931214,15.3430640243766,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Endive,High,Short Day Period,18.7201746136158,1245.52908522852,7.25763650203586,12.9157528806422,239.234039871464,49.5083814687325,51.2961146891301,139.250886384179,219.086277992445,20.430315466176,neutral,Loam,Spring,22.0,12.0,13.0
Lettuce,Moderate,Long Day Period,18.3854039516813,1228.622498811,6.60820019159964,13.7176366123458,475.025347979108,61.1597585098294,140.294290781295,44.0673403141824,245.68899544003,22.522201539793,low_acidic,Loam,Spring,8.0,15.0,36.0
Endive,High,Day Neutral,19.4614622907804,1095.86837155026,6.69752519846658,13.9222479125761,251.672788053395,54.7370431949257,52.4501769868843,129.654103134293,177.084610598483,18.825589154215,neutral,Loam,Fall,22.0,12.0,13.0
Arugula,Moderate,Day Neutral,17.5751858248671,619.520134423771,7.41645114522093,11.0730599936528,290.499671689728,34.287325432487,157.972417481441,347.286343279212,158.104175418212,7.6097565395273,neutral,Loam,Spring,10.0,10.0,10.0
Potatoes,Moderate,Short Day Period,21.2907439397402,654.291987047498,5.53384962540276,6.67468350772324,414.074953551943,72.9117310716342,185.347541985761,87.9961287258681,216.690554832518,29.3139845594977,low_acidic,Loam,Fall,10.0,10.0,10.0
Watermelon,High,Short Day Period,36.501019042505,604.918425348795,6.23633638059348,6.75386806407516,302.490448649856,90.3783146105689,94.7374378873621,51.5648959450601,44.694704968987,48.0661299277754,low_acidic,Sandy Loam,Summer,10.0,10.0,10.0
Cucumbers,High,Short Day Period,24.8483587032645,1072.80853640766,6.35463232342446,9.38722756947187,647.101788197858,69.6120006035075,48.5097418353983,27.3707841621196,73.2870630430183,29.349349343391,neutral,Sandy Loam,Spring,10.0,10.0,10.0
Asparagus,High,Short Day Period,23.6754502379493,1019.64527045006,6.31183224718666,9.08479172710203,407.889304110007,50.6190991356485,159.604858710918,79.7210336676476,164.609564082312,6.45436543785968,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Eggplants,High,Short Day Period,25.2997894742196,1488.25445111097,6.29132639737029,9.11618923216781,589.218860478297,53.5055766503521,143.741894991796,153.068503144707,225.788519338497,31.6819189280403,low_acidic,Sandy Loam,Summer,5.0,10.0,10.0
Asparagus,High,Short Day Period,24.5430198566525,1065.96655399282,6.33372682236043,8.84034423128165,344.054390931449,41.7096092805118,166.634613625605,86.1582009460951,179.662862182999,6.40743234274926,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Strawberry,Moderate,Short Day Period,19.4730190896385,689.734576179476,6.43966080429803,12.9973950604007,445.964390123274,92.5365200246976,173.841238848411,119.909823109529,243.270724420004,20.2666097025593,low_acidic,Loam,Spring,10.0,10.0,10.0
Spinach,High,Short Day Period,15.5546154914445,1069.39252679071,6.81849202406886,10.8385412823829,217.230886291126,58.9695235805222,117.953981664251,73.1514873961225,54.93984099488,15.4973402161853,neutral,Sandy Loam,Fall,10.0,10.0,10.0
Asparagus,High,Short Day Period,24.1245901177862,1057.73471558684,6.50866272175208,8.90313235707838,408.043429081203,52.0472619685123,155.844334727277,80.2116193109918,173.307091663507,6.66522922465434,low_acidic,Sandy Loam,Spring,10.0,10.0,10.0
Arugula,Moderate,Short Day Period,21.408444701172,555.29200577514,7.20314956446695,10.5458913601166,258.638264035786,32.9633941208771,158.523897456562,352.57250836639,161.428550486681,6.32937633872102,low_alkaline,Loam,Fall,10.0,10.0,10.0
Broccoli,High,Short Day Period,19.3554600612816,962.448381666064,6.6297701607302,7.38076005312541,354.329282317983,52.0310972397232,93.1760512128644,92.6068913157565,153.372737394971,23.709288786349,neutral,Loam,Summer,10.0,10.0,10.0
Lettuce,Moderate,Day Neutral,14.6369928457863,1244.86186612441,6.36907338924726,14.6134711189058,470.6983189912,62.8521595098071,133.731795879014,49.7734568178937,222.216069034904,22.1091007545702,low_acidic,Sandy Loam,Fall,8.0,15.0,36.0
Eggplants,High,Short Day Period,24.065796968983,1372.08386969761,6.16783625500342,9.47702928453966,343.948235532261,55.1356046268967,143.790564876086,155.410436373494,221.580550846672,31.7573377743366,low_acidic,Sandy Loam,Fall,5.0,10.0,10.0
